artifact,size,sha256,category
output_package/visualizations/hardware_metrics/hw_metric_001.png,73587,a52a666413503867ff8905fe1f86b3e2ce7a3820ef553f7db69327e06055a417,artifact
output_package/visualizations/hardware_metrics/hw_metric_002.png,74033,634be72b92377a446a742863379e1600f626cfe39ac74d5b3a2163779cf00960,artifact
output_package/visualizations/hardware_metrics/hw_metric_003.png,73292,0f25b8e2087db8916c958aa13e40704b2744995a0386a2d4a297c45a8d30cf0b,artifact
output_package/visualizations/hardware_metrics/hw_metric_004.png,73062,3900dcb2c575538197f89d20f5f8e622b8017033a0aea6a44697020c42c167a8,artifact
output_package/visualizations/hardware_metrics/hw_metric_005.png,73227,9404cd0250750d3470dd926811bcdb07904449933f57fbfa25fbb8eba272e818,artifact
output_package/visualizations/hardware_metrics/hw_metric_006.png,72621,d9a6f39eaffbd87be07faf108630aa8442734835f628535a9a6356d66efcb861,artifact
output_package/visualizations/hardware_metrics/hw_metric_007.png,70518,4656027a61fbb24b1208720762abcbea9b73fc848c7c8f5e0de1a77d5d262353,artifact
output_package/visualizations/hardware_metrics/hw_metric_008.png,73362,e5c0fa4cc0755ee05d8de3ab737299a6dfe80ed95b29b46c6543ba2d857322f8,artifact
output_package/visualizations/hardware_metrics/hw_metric_009.png,74628,b520f9860e41648babb8e34be0bbc03a9951f5e22485c1e3763877d1d940f349,artifact
output_package/visualizations/hardware_metrics/hw_metric_010.png,73864,24a9bbde9fc75615504fef02502896b3df35ee66879972f26688e4ee3bf405f9,artifact
output_package/visualizations/hardware_metrics/hw_metric_011.png,75542,55e3dfe4d0bc0dc1cc34551066260091a4725f126794478e01776b97b6f06309,artifact
output_package/visualizations/hardware_metrics/hw_metric_012.png,70958,805750ad52d2bb520e3ff6f8f80023bb8ac00c0c4fb328d18ad5db3b867f205d,artifact
output_package/visualizations/hardware_metrics/hw_metric_013.png,74799,4ecb7448e5388bafb5748ea55377f438775753cce96c45e634efdf0b2fad997d,artifact
output_package/visualizations/hardware_metrics/hw_metric_014.png,74235,b670f62e536984562707043bc6aead528692321af6e8165acbed6fa5eda2955e,artifact
output_package/visualizations/hardware_metrics/hw_metric_015.png,72645,fab79ad842fc4582f9da0edb93cb6964273c5cc8d7cfaaafbb4678e9dfd40145,artifact
output_package/visualizations/performance_comparison.png,169160,e6854af554aa122a7d1d89c69166ecd915880906c58c852c0ca1c9f86b9a1ba9,artifact
output_package/visualizations/reproducibility/repro_check_001.png,43787,9ab95d693f5303466ee955e809d2a3a7e0721e9b25241f806cb8c6f6111abf49,artifact
output_package/visualizations/reproducibility/repro_check_002.png,44065,34a429cb6603ce4940e837170ba0caddf4596a8e42cb4ee599c366fb75ff4522,artifact
output_package/visualizations/reproducibility/repro_check_003.png,44197,0ad01dd73ffc944f19aa40a38d044773d258bcdaa75308c84884b7ccfd4d7a74,artifact
output_package/visualizations/reproducibility/repro_check_004.png,43877,76bf518d92b4772237e5d9a97d85af7412f09b50809ab7f76691ecc399503b73,artifact
output_package/visualizations/reproducibility/repro_check_005.png,44068,7cbc9f936568f559b31fbb1a8f46e3186bda2555a4b1cf9d05d333ceb925a334,artifact
output_package/visualizations/reproducibility/repro_check_006.png,44226,ba248c63e92b565bebd5b34304753e0071d229f711beb585f8515317b0d16902,artifact
output_package/visualizations/reproducibility/repro_check_007.png,43892,405b45ab6d02f5caa045d842f8d993655725a89892cbecb846a628882b629f2d,artifact
output_package/visualizations/reproducibility/repro_check_008.png,44265,f6bcc7a693aed6a66b4b78c3bc8cb92f8be91d99e71992b180bcefc225ab38df,artifact
output_package/visualizations/reproducibility/repro_check_009.png,44239,d1d6d5c41123a134eb0afa3483620001ebe25b1ca6443ff6686ffa04684a339b,artifact
output_package/visualizations/reproducibility/repro_check_010.png,44273,e0b87f826a8ef75968e369f112235365b19cd593a2f8b87f6ce194690fa8979a,artifact
output_package/visualizations/statistical_analysis/bootstrap_ci_distribution.png,107006,0034c012f938ad83a43a22627f58bd58d75c0950ed91303f0f136b535cc06058,artifact
output_package/visualizations/statistical_analysis/cv_across_runs.png,175470,1aa2e41de2f067d6e8b8c56bb4a342af3c412a033f60877a0ca684e23fcc98b1,artifact
output_package/visualizations/statistical_analysis/stat_dist_001.png,32594,c6de664ffe48fbca0c7257babea78d8edb226dfa9ac34f6109cf0afae53e8227,artifact
output_package/visualizations/statistical_analysis/stat_dist_002.png,32379,1d0ccdbdcbeead31804d41822ebc42b64339ab74f68491f503f8781af3beb8c3,artifact
output_package/visualizations/statistical_analysis/stat_dist_003.png,33946,a104572d5340d72291dc4d8421098430a27a983ae1e1a4ef503dc6e01a9a0a6c,artifact
output_package/visualizations/statistical_analysis/stat_dist_004.png,32918,17939800694139cb0883bddc55e94e8be397d9ea5bc1300208b2d9ec8155eed8,artifact
output_package/visualizations/statistical_analysis/stat_dist_005.png,34124,5c4f45d7da34443a814c69df83b120d0dabe99d0f284dd000c8df84a673615af,artifact
output_package/visualizations/statistical_analysis/stat_dist_006.png,33226,ca4d7a0627d6fc72347b7c25bf236b756ec1eeec4c74e15df2c94c5091e423d3,artifact
output_package/visualizations/statistical_analysis/stat_dist_007.png,32645,d3980b05db66b0074aa8d207197aa2cf817ed2cfccc461f43408b62d4496e893,artifact
output_package/visualizations/statistical_analysis/stat_dist_008.png,34291,772b370255d4333b3782bbf9520dac6b70496696cd1ff9db90a310c44e4beff2,artifact
output_package/visualizations/statistical_analysis/stat_dist_009.png,32101,b14b17a2d74658a6164453946c515d67aecb826821c63d049cc07757564653ff,artifact
output_package/visualizations/statistical_analysis/stat_dist_010.png,33833,2cd7c199571396e7a10e93dca74df4a13807d714bbfff847e8972f8a5877beb8,artifact
output_package/visualizations/statistical_analysis/stat_dist_011.png,33205,c6054101478f687ecf4b15a70af1430a058689a9a2db7ce98355282839887cc4,artifact
output_package/visualizations/statistical_analysis/stat_dist_012.png,32980,50a1ad6d8464f759ca3bc5a482e716ecd5ea6c1c5fb884b91a204d9d58614ae8,artifact
output_package/visualizations/statistical_analysis/stat_dist_013.png,33960,b1059a5b8bfc5ff61e4790320ce73feb178d7594d65d69921b0754373e17fed3,artifact
output_package/visualizations/statistical_analysis/stat_dist_014.png,31714,57e053d9b1b5dceb09add28ebc5ca9d2b0313bb6e8167c79396fa787d9264c34,artifact
output_package/visualizations/statistical_analysis/stat_dist_015.png,32725,9cc548e6d20705190c7f94c756e0ff9909bbfbc940befe0d6ef8b4365251af69,artifact
output_package/visualizations/statistical_analysis/stat_dist_016.png,34045,f945b6bc423be83251ef4050658fb2a42434777408aa95a08f374dca21771b4c,artifact
output_package/visualizations/statistical_analysis/stat_dist_017.png,31775,11dbe15bdede6b7af520497ce6f9f09d34035a0192afb93a344a3a5e486ba8c1,artifact
output_package/visualizations/statistical_analysis/stat_dist_018.png,32193,d2e92180467b26b31cfd68c82f9468b579881564d1df38130c1a4104fa62308c,artifact
output_package/visualizations/statistical_analysis/stat_dist_019.png,32819,f32d877cbad7454044ce1b4bdffe759d2fe8d277bc43eb5addd3b41bc12b0c51,artifact
output_package/visualizations/statistical_analysis/stat_dist_020.png,34692,31d34c1dc949ac19cbecde4769bb0ef22b066e9e2c8c95e047725d1efbbcc2ac,artifact
output_package/visualizations/tensor_networks/tensor_contraction_heatmap.png,108381,aff9ad7f6391725101a762ef1b90dd4b0ba0d3137f43dc6b4da72952bd250e04,artifact
output_package/visualizations/tensor_networks/tensor_view_001.png,29319,7ba71025ca0cf5668627973995985e54d28004d8d0b95f655a30c873d980183c,artifact
output_package/visualizations/tensor_networks/tensor_view_002.png,29668,ae40a630e1cb3730e1d9c5164ee38a41565e130b85eb395ef1b0912a9987dfcd,artifact
output_package/visualizations/tensor_networks/tensor_view_003.png,29743,3a52b0e7996fdef0b3d690d917b7b7750b10211374f76abad641cf8bc104b2b2,artifact
output_package/visualizations/tensor_networks/tensor_view_004.png,29552,9a72a4b79626159060e3de49eaba69996f51174168858b2b303329c65d2e088a,artifact
output_package/visualizations/tensor_networks/tensor_view_005.png,29597,03e901e247a5f0d91caf83daaccdf52e2beea43bb12605a4321f75ef54b72e8e,artifact
output_package/visualizations/tensor_networks/tensor_view_006.png,29764,5df5e88dc0b6bf7e32e4f1e391e28805f0c121a47232c33db1b2bde18d192b18,artifact
output_package/visualizations/tensor_networks/tensor_view_007.png,29435,9a64b612d04120ea519294dfff73a2b29cb07e9dcb5a5e651f57c8dcd6eb49ee,artifact
output_package/visualizations/tensor_networks/tensor_view_008.png,29879,c3a69bee5cde034fca776d27bae9d08484f24d4504d226a9e3920821c12aa1f4,artifact
output_package/visualizations/tensor_networks/tensor_view_009.png,29844,92741945134b608bab1b172bf14484ccb0282608d0ad74b0eb68caaa04c52279,artifact
output_package/visualizations/tensor_networks/tensor_view_010.png,29925,edda1ac9c9e1bffae870d655154f90ed4c3b85c26ddeddbc37a908f95231c950,artifact
output_package/visualizations/tensor_networks/tensor_view_011.png,29578,aa142ebf5df01fbb8bde2c90ba702f356edb7d32a3d57dc362a028f3d144efec,artifact
output_package/visualizations/tensor_networks/tensor_view_012.png,29809,4b91b42d6034c0d1f9b7827dd2d496d0982a604b2906c0ecfff1291d0782b95a,artifact
output_package/visualizations/tensor_networks/tensor_view_013.png,29942,b21db25c78e2c8119a37da6fa1b06611173ff674897afd784bd0712052e70d88,artifact
output_package/visualizations/tensor_networks/tensor_view_014.png,29619,a2cdaa57117b92644aa7a899ea3ebeca6ed8759cea1086423b8933f2fb213432,artifact
output_package/visualizations/tensor_networks/tensor_view_015.png,29739,e56ec98839c3eababd730fb0ec52f6bc335cf0d47793bfd122a581c9a61e8960,artifact
qrVITRA/merkler-static/injected/cuda_ptx_hash.bin,32,66687aadf862bd776c8fc18b8e9f8e20089714856ee233b3902a591d0d5f2925,artifact
qrVITRA/merkler-static/injected/driver_manifest.bin,32,66687aadf862bd776c8fc18b8e9f8e20089714856ee233b3902a591d0d5f2925,artifact
qrVITRA/merkler-static/injected/epoch_pubkey_a.bin,32,66687aadf862bd776c8fc18b8e9f8e20089714856ee233b3902a591d0d5f2925,artifact
qrVITRA/merkler-static/injected/epoch_pubkey_b.bin,32,66687aadf862bd776c8fc18b8e9f8e20089714856ee233b3902a591d0d5f2925,artifact
qrVITRA/merkler-static/injected/merkler_self.bin,12,2f73349cfc4630255319c6c8dfc1b46a8996ace9d14d8e07563b165915918ec2,artifact
qratum_desktop/assets/icon.png,31,9ce5bea723bdad349b3a8c9f299b34a3c80c004f27f6ae2cb69451a3bb38398e,artifact
qratum_desktop/assets/tray-icon.png,24,4d18b6a28c2f20e58917714ef76338573784336cdf99e99be6067d9f622bd5d8,artifact
qratum_desktop/src-tauri/icons/icon.png,104,0272229536235f6b7e12e66985d2cff2a38f6d88fe4a1ae21b7ed8f495760dce,artifact
quantum_phase_diagram.pdf,46988,091f6e383dc9f03c57fd2916b1a6962a716f6720aa7c235c4f425b9404f05e72,artifact
quantum_phase_diagram.png,336750,3a334b553fe775ab188f5fdd593132bb3800901d0bad2a9dbb4074cde2006442,artifact
quantum_phase_diagram.svg,186813,cd1e25330d94df116d43426297293c8a000c3c864ad0f3549b9962ce7677bcce,artifact
quasim-closure-repo.zip,1666005,a9fee579dcfa3a94d890ca284fdbe2430644d730163f6a29523ac229d169f86c,artifact
quasim-executive-brief.zip,1992,9f00ca48e1a506a7baf965c89c856c761ffcfa5dfeb8d984da5d6c2c0be76893,artifact
quasim-hardware-tier.zip,1626,7de62bc343ccc2900fdeb48256ca8f59df8bf44f263de5fc4a79764a907ee104,artifact
qubic_field_viz.png,302869,4389c4511f8059e951fc3b503a15921a7c2089b5836d655759764d6c6d82ddff,artifact
qubic_mechanism_viz.png,108628,06096be14578919e9ebe1143d65a1ce1000694cfbc634ee8b45f5ec3a027bce5,artifact
qubic_quantum_viz.png,389940,775aa50edbf8738dac11199dc5e33c806feedaef5abd1f35cb6babd18433d9d5,artifact
run_1cc29a8340f14dee_1759104194.zip,15808,fc737cc065c50b81446a003ed19d1072f7b67c72cd6168d399f9ee0372142edb,artifact
run_1cc29a8340f14dee_1759104224.zip,15796,ca8b948fb28b52037a4eafa6971b23b9f43867759c47abf15ed4e0223e145c5c,artifact
run_1cc29a8340f14dee_1759294890.zip,18294,b1f9e8870d3b0ca9e45dcd5435355368eec6381309ff6da75bea15d04b5d13b9,artifact
run_2928d32c1e16faf3_1759342863.zip,8123,54de235e4ecdfa163d8a652a117a4f0861c10a5c23428f47099515b0a1269b78,artifact
run_2928d32c1e16faf3_1759342884.zip,8151,7f755a86891a4758f50c529bc5937f702ea4984633771aaad43925766aaacdfe,artifact
run_2928d32c1e16faf3_1759342937.zip,8199,a4ed6458b1fb0b69e0fb785dc6142205df6a0f8784149d3bc2f9d1f7d2285b6f,artifact
run_2928d32c1e16faf3_1759342990.zip,8200,1cb551b8c18659812259dc8466bfede6ed6f682690b746954d35a333aed2f5a3,artifact
run_2928d32c1e16faf3_1759343023.zip,8265,19aec89910144b0131bcbcb2f33c5fe563ad63bf65c14b14f585d4a4f031dab6,artifact
run_2928d32c1e16faf3_1759343051.zip,8269,46372119f9c98ebd3bafcc963008ac5ada3db7b60a3479b9df88ed67370a97b1,artifact
run_2928d32c1e16faf3_1759343315.zip,8263,2bfa596b57781855c45b801fd5d3cc2d316f8b06a110403c6150f31b5cddc3f9,artifact
run_5e6c251dd00526fa_1759343791.zip,8374,adde7ed057f2d0ca82f2a63e2b1f208290dbeb3254c0f4537307d985ff30a015,artifact
run_5e6c251dd00526fa_1759343854.zip,11426,d313063f5e358c63db714e2a4c5ba098a8f3a10f9106455af204808083eff2e6,artifact
run_5e6c251dd00526fa_1759344085.zip,8443,cd5157b1622c94be6d0f9c56ef5e5043d0ac5218afd4bd44ed967b9e084001a5,artifact
run_64ef932f5be16aa9_1759354868.zip,13313,36265a1ddfd4bae9f123fae2f38ebf629cdeded93fd10d5e558e99562beac92d,artifact
run_64ef932f5be16aa9_1759354896.zip,13339,4e5b1561444d6fc2943a2eef165c563f03ad9181898aa720d4d013671705b555,artifact
run_64ef932f5be16aa9_1759354925.zip,13268,4a13d37a79624408b2da5542c4fb8b5de5375982d3870eca6916abc1527defb3,artifact
run_64ef932f5be16aa9_1759354976.zip,13275,d48170f00ccaac5160576c3b7abe901e10aa85b6f01277b7d504a79214695e59,artifact
run_64ef932f5be16aa9_1759354997.zip,13264,c235b384c3a1711abf4a89e2589e56be0cdba018cc572b62aace3b500963eb72,artifact
run_b652ff002c7806b6_1759540598.zip,12495,5264214ecec945de4320cec18c209f01b32eeca706e8f79d62bd57382d199f26,artifact
transport_characterization.pdf,42188,0e382288bca6d30af6ff3990c0e943dd912223866dcbc06b9d601c64f4337ef3,artifact
transport_characterization.png,667217,f19714e2d2cde594fd8d9379b25f6459870ef6f095a749cb47bfec1295e96aca,artifact
transport_characterization.svg,196283,375001b8f967be71ee564746f73d71a607f11b95105d3e1c783cf87df38325ed,artifact
visuals/adoption_timeline.svg,2915,9bbb52f9a3cadf64c7ea64f3277c1ffebab105828a9ab401496c3c22d623d53f,artifact
visuals/cash_flow_curves.svg,3816,78e8ea025d69cd956e468d02e3624f67c865deba719d9b9619e697234459c6d8,artifact
visuals/qii_distribution.svg,3772,a09b9fb39d2060fb9f1ef831e63602c4b6d0d24c62da8dc9f24a080dbc90c16d,artifact
visuals/rnd_qii_correlation.svg,65213,38104265e36c5d13b2f8ebc969d9853588fa73de3a05e89e35dbc07e88fb28bc,artifact
visuals/sector_comparison.svg,5658,183ce86f659ac236819489ececdb474a0ba12e217a41dcaebaf5a13199382b55,artifact
visuals/sensitivity_tornado.svg,1242,f6a8d337ec1b836cd593a2d946327512cb0fd1cba3397aeaf2b8bfc9ce71f46b,artifact
visuals/tam_sam_som.svg,4453,1dab5ebfb8e24dbcb49263556f8b4b067c32c047684f4001a00663d5ec808347,artifact
visuals/top_company_radar.svg,2921,143480c342201f26bfba909c3c1e13f918d7c1bc8e691c2829d74c2491290c31,artifact
visuals/valuation_histogram.svg,1550,5dd1f3cf8ede34a2c6cda622c93cb59fece50d3944d34034442aad3ed3688b54,artifact
viz_output/quantum_entangled_3q_phase.png,203905,06dbed50b6ce98711cd21474255ae42ed838bc5f5f1fecf0891e72c9a48b52e0,artifact
viz_output/quantum_entangled_3q_prob.png,188641,6745c6b9d531ce187f84f744c1050d5654e2fa691e98219cc049965388502e0e,artifact
viz_output/quantum_highres.png,619918,ffa62a8ed9b86879901e7210206c5c9ee9c00ad4de6d3b2840bac60d7a261e71,artifact
viz_output/quantum_superposition_3q_phase.png,184299,0167abaa3e71bf34980c3c30229fb3b09789dde0eac17a073acecd79707e3929,artifact
viz_output/quantum_superposition_3q_prob.png,187608,80c1b6e95549572b6f83957733295813e4e73a3d0746c3bf7ea341c715a14efb,artifact
